com_name,ward_name,feature_id,geometry
"Phường An Hội Đông","Phường An Hội Đông","diaphanhanhchinhcapxa2025.76","{""coordinates"":[[[[106.674613,10.85804],[106.674653,10.857997],[106.674693,10.857954],[106.674733,10.85791],[106.674776,10.857864],[106.674804,10.857832],[106.674812,10.857823],[106.67484,10.857788],[106.674867,10.857752],[106.67489,10.857719],[106.674914,10.857684],[106.674919,10.857678],[106.674968,10.857603],[106.67499,10.857569],[106.675006,10.857535],[106.675013,10.857522],[106.675035,10.857477],[106.675057,10.85743],[106.675079,10.857379],[106.675097,10.857329],[106.675112,10.857278],[106.675126,10.857219],[106.675142,10.857155],[106.675154,10.857102],[106.675158,10.857081],[106.675165,10.857049],[106.675176,10.856991],[106.675182,10.856926],[106.675195,10.856799],[106.675197,10.856739],[106.6752,10.856602],[106.675199,10.856532],[106.675197,10.856462],[106.675194,10.856413],[106.675193,10.856393],[106.675188,10.856322],[106.675181,10.856254],[106.675168,10.856181],[106.675151,10.856102],[106.675147,10.856082],[106.675139,10.856044],[106.675132,10.856008],[106.675122,10.855958],[106.675105,10.855864],[106.675088,10.855746],[106.675085,10.855725],[106.675075,10.855634],[106.675064,10.855526],[106.675055,10.855438],[106.67505,10.855369],[106.675047,10.855304],[106.675044,10.855244],[106.675044,10.85524],[106.675044,10.855177],[106.675048,10.855119],[106.675049,10.855113],[106.675054,10.855065],[106.675061,10.855012],[106.67507,10.854954],[106.675082,10.854895],[106.675094,10.85484],[106.675107,10.854786],[106.675121,10.854729],[106.675138,10.854673],[106.675158,10.854619],[106.675177,10.854571],[106.675197,10.854528],[106.67522,10.854483],[106.675246,10.854437],[106.675277,10.854383],[106.675312,10.854318],[106.675347,10.854252],[106.675376,10.854191],[106.675394,10.854146],[106.675405,10.854115],[106.675504,10.85389],[106.675514,10.853861],[106.675547,10.853763],[106.675692,10.853348],[106.675734,10.853151],[106.675763,10.853017],[106.675763,10.853016],[106.675766,10.852942],[106.675771,10.852884],[106.675777,10.852831],[106.675784,10.85278],[106.67579,10.852737],[106.675791,10.85273],[106.675795,10.852702],[106.675806,10.852662],[106.675829,10.852615],[106.675835,10.852475],[106.675848,10.852213],[106.675857,10.852039],[106.675823,10.851649],[106.67581,10.851498],[106.675815,10.851447],[106.675813,10.851427],[106.675811,10.851397],[106.675806,10.851345],[106.675798,10.851288],[106.675784,10.851217],[106.675767,10.851133],[106.675749,10.851048],[106.675731,10.850972],[106.675717,10.850916],[106.675708,10.850878],[106.675705,10.850866],[106.675703,10.850853],[106.6757,10.850837],[106.675697,10.850825],[106.675694,10.85081],[106.675691,10.850791],[106.675688,10.850775],[106.675687,10.850761],[106.675687,10.85076],[106.675687,10.850743],[106.675688,10.85073],[106.675689,10.850721],[106.675693,10.850698],[106.675696,10.850673],[106.675698,10.850667],[106.675704,10.850644],[106.675714,10.850609],[106.675726,10.850572],[106.675739,10.850536],[106.675752,10.850502],[106.675753,10.8505],[106.675768,10.850469],[106.675781,10.850443],[106.675794,10.850417],[106.67581,10.850389],[106.675828,10.850359],[106.675852,10.850324],[106.675885,10.85028],[106.675918,10.850236],[106.67595,10.850192],[106.675982,10.850149],[106.676005,10.850117],[106.676019,10.850095],[106.676029,10.850075],[106.676045,10.850044],[106.676069,10.84999],[106.676098,10.849923],[106.676128,10.849856],[106.676144,10.849818],[106.676153,10.849798],[106.676171,10.849755],[106.676186,10.849719],[106.676201,10.849686],[106.676216,10.849654],[106.676225,10.849642],[106.676226,10.84964],[106.676237,10.849624],[106.676262,10.849594],[106.676282,10.849572],[106.676295,10.849556],[106.676317,10.849532],[106.676363,10.849483],[106.676436,10.849409],[106.676519,10.849326],[106.676601,10.849245],[106.676664,10.849183],[106.676672,10.849173],[106.676696,10.849148],[106.67671,10.849127],[106.676723,10.849107],[106.676736,10.849085],[106.67675,10.849063],[106.676754,10.849057],[106.676757,10.849052],[106.676758,10.84905],[106.676764,10.84904],[106.67678,10.849014],[106.676797,10.848988],[106.676811,10.848965],[106.676824,10.848944],[106.676836,10.848924],[106.676845,10.848908],[106.676851,10.848897],[106.676855,10.848892],[106.676861,10.848863],[106.676927,10.848732],[106.67693,10.848697],[106.676911,10.848669],[106.676737,10.84853],[106.67659,10.848441],[106.676095,10.848228],[106.675804,10.848089],[106.675646,10.847952],[106.675496,10.84777],[106.675226,10.847379],[106.675084,10.847162],[106.674912,10.846945],[106.67459,10.84655],[106.67426,10.84616],[106.673909,10.845626],[106.673702,10.845269],[106.673535,10.844866],[106.673451,10.844684],[106.673339,10.844368],[106.673165,10.843953],[106.673034,10.843732],[106.672896,10.8435],[106.672895,10.843499],[106.672894,10.843496],[106.672728,10.843214],[106.672595,10.842964],[106.672591,10.842958],[106.672409,10.842713],[106.672126,10.842431],[106.672008,10.842313],[106.671798,10.84211],[106.671758,10.842071],[106.671683,10.842002],[106.671582,10.841908],[106.671553,10.841881],[106.671496,10.84183],[106.671195,10.841567],[106.671062,10.841396],[106.671044,10.841353],[106.671004,10.841258],[106.67094,10.841035],[106.670888,10.840795],[106.670798,10.840503],[106.670725,10.840181],[106.670698,10.840057],[106.670645,10.839889],[106.670671,10.839866],[106.670762,10.839822],[106.670756,10.839773],[106.670645,10.839254],[106.670597,10.839014],[106.670532,10.838674],[106.670518,10.838602],[106.670476,10.838603],[106.670027,10.838604],[106.669776,10.838606],[106.66971,10.838606],[106.669407,10.83861],[106.669385,10.83861],[106.669008,10.838611],[106.668567,10.838616],[106.668237,10.838615],[106.667971,10.838618],[106.667913,10.838619],[106.667656,10.838621],[106.667292,10.83863],[106.667141,10.838632],[106.666989,10.838634],[106.666709,10.838633],[106.666662,10.838633],[106.666456,10.838635],[106.666027,10.838629],[106.66585,10.838636],[106.66566,10.838637],[106.665447,10.83864],[106.665274,10.838653],[106.665241,10.838655],[106.665241,10.838657],[106.66528,10.838955],[106.665297,10.839134],[106.66533,10.839513],[106.665319,10.839719],[106.665318,10.839722],[106.66529,10.839806],[106.665206,10.839979],[106.665204,10.839985],[106.665115,10.84017],[106.665051,10.840324],[106.665042,10.840345],[106.664979,10.840586],[106.664919,10.840859],[106.664908,10.840927],[106.664903,10.840973],[106.664836,10.841432],[106.66481,10.841646],[106.664767,10.842009],[106.664764,10.842033],[106.664698,10.842532],[106.664671,10.842791],[106.664662,10.842872],[106.664647,10.843406],[106.664649,10.84345],[106.664654,10.843544],[106.664654,10.843544],[106.664705,10.84404],[106.664733,10.844306],[106.664753,10.844583],[106.664776,10.844914],[106.664778,10.844976],[106.66446,10.845029],[106.664245,10.845091],[106.66389,10.845206],[106.663823,10.845227],[106.663763,10.84524],[106.663677,10.845253],[106.663586,10.845265],[106.663156,10.845324],[106.662965,10.845354],[106.66283,10.845373],[106.662705,10.845385],[106.662632,10.845401],[106.662527,10.845429],[106.662246,10.845533],[106.661988,10.845642],[106.661841,10.845708],[106.661646,10.845775],[106.661535,10.845804],[106.661451,10.845826],[106.661339,10.845862],[106.661232,10.845896],[106.661123,10.845945],[106.661107,10.845952],[106.660942,10.846033],[106.660792,10.846108],[106.660591,10.84619],[106.660346,10.846295],[106.660384,10.846752],[106.660409,10.846977],[106.66015,10.847036],[106.659947,10.847084],[106.659946,10.847084],[106.659584,10.847164],[106.65906,10.847279],[106.658013,10.847483],[106.657853,10.847498],[106.657748,10.847518],[106.657482,10.847578],[106.657427,10.847593],[106.657274,10.847633],[106.657143,10.847652],[106.656891,10.847685],[106.65689,10.847711],[106.656868,10.847993],[106.656847,10.848269],[106.656839,10.848336],[106.656825,10.848398],[106.656817,10.848435],[106.656781,10.848568],[106.656753,10.848663],[106.656723,10.848763],[106.656662,10.848959],[106.65656,10.84929],[106.656349,10.849958],[106.656207,10.850424],[106.656184,10.850549],[106.656173,10.850611],[106.656162,10.850678],[106.656148,10.850811],[106.65614,10.851069],[106.656121,10.851402],[106.656119,10.851438],[106.656119,10.851439],[106.656119,10.851439],[106.656117,10.851476],[106.656087,10.852085],[106.656087,10.852085],[106.656054,10.852741],[106.656035,10.853111],[106.656002,10.853773],[106.655985,10.854118],[106.655963,10.854538],[106.655971,10.854641],[106.655969,10.854817],[106.655969,10.85482],[106.65595,10.85487],[106.655892,10.854963],[106.655821,10.855054],[106.655791,10.855089],[106.655717,10.855175],[106.655873,10.855268],[106.656082,10.85543],[106.656225,10.855554],[106.656349,10.855706],[106.656377,10.855858],[106.65632,10.856077],[106.656415,10.856363],[106.656615,10.856648],[106.656768,10.856953],[106.656968,10.857296],[106.657057,10.85765],[106.657102,10.857641],[106.657196,10.857621],[106.657227,10.857619],[106.657257,10.85762],[106.657287,10.857621],[106.657316,10.857622],[106.657348,10.857623],[106.657377,10.857622],[106.657408,10.857623],[106.657447,10.857628],[106.657488,10.857633],[106.657529,10.857638],[106.657565,10.857638],[106.657594,10.857638],[106.657619,10.85764],[106.657641,10.857644],[106.657659,10.85765],[106.657672,10.85766],[106.657682,10.857666],[106.657691,10.857671],[106.657709,10.857682],[106.657729,10.857695],[106.657754,10.85771],[106.657784,10.857728],[106.657818,10.857745],[106.657911,10.85779],[106.657953,10.857809],[106.658047,10.857856],[106.658071,10.857871],[106.658092,10.857887],[106.658114,10.857901],[106.658136,10.857913],[106.65816,10.857922],[106.658196,10.85793],[106.658226,10.857932],[106.658252,10.857934],[106.658292,10.857939],[106.65832,10.857942],[106.658363,10.857945],[106.658422,10.857946],[106.658469,10.857945],[106.658504,10.857941],[106.658539,10.857936],[106.658573,10.857929],[106.658607,10.85792],[106.658639,10.857913],[106.658646,10.857912],[106.658684,10.857902],[106.658722,10.857893],[106.658722,10.857892],[106.658762,10.85788],[106.658804,10.857863],[106.658845,10.857842],[106.658886,10.857821],[106.658929,10.857798],[106.658977,10.857771],[106.659028,10.857742],[106.659079,10.857712],[106.659129,10.857684],[106.659175,10.857657],[106.659218,10.857631],[106.65926,10.857605],[106.6593,10.857579],[106.659335,10.857552],[106.659368,10.857526],[106.659404,10.857496],[106.659452,10.857454],[106.659507,10.857401],[106.65955,10.85736],[106.659583,10.857327],[106.659626,10.857284],[106.65968,10.857228],[106.659726,10.857181],[106.659765,10.857139],[106.659812,10.857088],[106.659868,10.857024],[106.659922,10.856964],[106.659977,10.856904],[106.660032,10.856842],[106.660078,10.856794],[106.660114,10.856759],[106.660148,10.856728],[106.660182,10.856698],[106.660215,10.856668],[106.660248,10.85664],[106.660278,10.856615],[106.660308,10.856591],[106.660339,10.856563],[106.660371,10.856536],[106.660403,10.85651],[106.660422,10.856495],[106.660432,10.856487],[106.660459,10.856464],[106.660485,10.85644],[106.660509,10.856418],[106.660532,10.856396],[106.660554,10.856372],[106.66058,10.856345],[106.660611,10.856312],[106.660644,10.856276],[106.660678,10.856238],[106.660709,10.856208],[106.660717,10.8562],[106.660755,10.856166],[106.660788,10.856136],[106.660819,10.856108],[106.660854,10.856081],[106.660885,10.856057],[106.660914,10.856035],[106.660943,10.856012],[106.660978,10.855985],[106.661015,10.855957],[106.661044,10.855937],[106.661073,10.855917],[106.661108,10.855893],[106.661143,10.855871],[106.661176,10.855852],[106.661213,10.855831],[106.66125,10.855811],[106.661288,10.855791],[106.661323,10.855774],[106.661356,10.855761],[106.661387,10.855749],[106.661418,10.855738],[106.66145,10.855728],[106.661484,10.855718],[106.661521,10.855709],[106.661562,10.8557],[106.661581,10.855695],[106.6616,10.855689],[106.661633,10.855678],[106.661662,10.855668],[106.661689,10.855658],[106.661717,10.85565],[106.661747,10.855642],[106.661789,10.855635],[106.661845,10.855627],[106.661904,10.855615],[106.661964,10.855603],[106.662027,10.855594],[106.662079,10.855588],[106.662117,10.855585],[106.662154,10.855581],[106.662197,10.855573],[106.662248,10.855563],[106.662304,10.855553],[106.662346,10.855545],[106.662373,10.85554],[106.662393,10.855538],[106.66241,10.855538],[106.662425,10.85554],[106.662444,10.85554],[106.662479,10.855538],[106.662527,10.855532],[106.662567,10.855525],[106.662601,10.855519],[106.662639,10.855512],[106.662679,10.855503],[106.662719,10.855494],[106.66272,10.855494],[106.662763,10.855487],[106.662807,10.855483],[106.662851,10.855481],[106.662899,10.855481],[106.662952,10.855483],[106.663004,10.855486],[106.663051,10.855488],[106.663086,10.855491],[106.663115,10.855493],[106.663145,10.855495],[106.663175,10.855497],[106.663204,10.855499],[106.663234,10.855502],[106.663272,10.855506],[106.663317,10.855511],[106.663365,10.855518],[106.663419,10.855526],[106.663474,10.855537],[106.663526,10.855548],[106.663576,10.85556],[106.663623,10.855572],[106.663669,10.855585],[106.663716,10.855598],[106.663762,10.855611],[106.663808,10.855623],[106.663854,10.855635],[106.663918,10.855651],[106.663996,10.855672],[106.664059,10.855692],[106.664117,10.855712],[106.664198,10.855739],[106.664297,10.855771],[106.664385,10.855798],[106.664453,10.855814],[106.66451,10.855825],[106.664565,10.855836],[106.664616,10.855847],[106.664667,10.85586],[106.664722,10.855874],[106.664776,10.855888],[106.664825,10.855898],[106.664863,10.855906],[106.664896,10.855913],[106.664933,10.855922],[106.664973,10.855927],[106.66502,10.855939],[106.665066,10.855965],[106.665226,10.856081],[106.665307,10.85614],[106.66537,10.856185],[106.665602,10.856353],[106.665632,10.856347],[106.665685,10.856335],[106.665815,10.856292],[106.66586,10.85627],[106.665898,10.856255],[106.665933,10.856244],[106.665968,10.856235],[106.665998,10.856227],[106.666011,10.856224],[106.666049,10.856214],[106.666054,10.856213],[106.6661,10.856201],[106.666155,10.856188],[106.666213,10.856175],[106.666264,10.856164],[106.666313,10.856154],[106.666366,10.856141],[106.66641,10.856128],[106.66645,10.856116],[106.666493,10.856101],[106.666539,10.856084],[106.666583,10.856067],[106.666618,10.856052],[106.666642,10.85604],[106.66666,10.85603],[106.66668,10.856021],[106.666709,10.856013],[106.666755,10.856006],[106.666812,10.855999],[106.66687,10.855993],[106.666923,10.855986],[106.666967,10.855979],[106.667004,10.855972],[106.667039,10.855965],[106.667044,10.855964],[106.667049,10.855964],[106.667052,10.856015],[106.667067,10.856012],[106.66723,10.856303],[106.66726,10.856356],[106.667356,10.856529],[106.667838,10.857398],[106.667958,10.857549],[106.668377,10.857836],[106.668948,10.858261],[106.669017,10.858157],[106.669079,10.858096],[106.669206,10.858032],[106.669472,10.858303],[106.669618,10.858451],[106.669847,10.858683],[106.669939,10.858801],[106.670267,10.859223],[106.670318,10.859294],[106.670409,10.859419],[106.670421,10.859424],[106.670455,10.859447],[106.670525,10.859498],[106.670613,10.859562],[106.670681,10.859612],[106.670691,10.859619],[106.670754,10.859665],[106.670812,10.859708],[106.67086,10.859742],[106.670908,10.859772],[106.670964,10.859804],[106.67102,10.859836],[106.671078,10.859868],[106.671131,10.859897],[106.67117,10.859918],[106.671206,10.859937],[106.671244,10.859956],[106.671295,10.859982],[106.671359,10.860015],[106.671425,10.86005],[106.671488,10.860083],[106.671541,10.860112],[106.671584,10.860135],[106.671624,10.860157],[106.671655,10.860173],[106.671676,10.860185],[106.671699,10.860197],[106.671737,10.860219],[106.671787,10.860247],[106.671839,10.860277],[106.671894,10.860309],[106.671947,10.86034],[106.671996,10.860369],[106.672039,10.860395],[106.672046,10.860399],[106.672079,10.860418],[106.672114,10.860438],[106.672147,10.860455],[106.672178,10.860471],[106.672205,10.860485],[106.672228,10.860497],[106.672243,10.860504],[106.672249,10.860507],[106.672254,10.86051],[106.672292,10.860527],[106.672338,10.860546],[106.67236,10.860555],[106.672382,10.860565],[106.672427,10.860582],[106.672474,10.860599],[106.672518,10.860614],[106.672556,10.860627],[106.672573,10.860632],[106.672594,10.860639],[106.672631,10.860651],[106.672664,10.86066],[106.67269,10.860665],[106.67271,10.860668],[106.672729,10.86067],[106.672745,10.860671],[106.672755,10.860671],[106.672762,10.860671],[106.672769,10.86067],[106.672779,10.860669],[106.672786,10.860668],[106.672794,10.860668],[106.672808,10.860666],[106.672814,10.860665],[106.672825,10.860664],[106.672846,10.860659],[106.672872,10.860652],[106.6729,10.860644],[106.672913,10.860639],[106.672927,10.860635],[106.672932,10.860633],[106.672952,10.860626],[106.672975,10.860616],[106.672997,10.860605],[106.67302,10.860593],[106.673043,10.86058],[106.673068,10.860564],[106.673093,10.860547],[106.673112,10.860533],[106.673125,10.860524],[106.673138,10.860515],[106.67316,10.860498],[106.673187,10.860478],[106.673214,10.860456],[106.67324,10.860435],[106.673265,10.860414],[106.673287,10.860391],[106.67331,10.860367],[106.673313,10.860364],[106.673334,10.860341],[106.673359,10.860314],[106.673385,10.860284],[106.673411,10.860253],[106.673426,10.860235],[106.673437,10.860222],[106.67346,10.86019],[106.673465,10.860183],[106.673482,10.860157],[106.673502,10.860124],[106.673522,10.86009],[106.673543,10.860052],[106.673553,10.860033],[106.673568,10.860003],[106.673595,10.859952],[106.673599,10.859945],[106.673633,10.859879],[106.673678,10.859784],[106.673737,10.859653],[106.6738,10.859508],[106.673861,10.859366],[106.673909,10.859254],[106.673938,10.859181],[106.673961,10.859119],[106.673983,10.859056],[106.673996,10.859015],[106.673998,10.859008],[106.674003,10.858993],[106.674006,10.858976],[106.67401,10.858959],[106.674015,10.858937],[106.674026,10.858896],[106.674045,10.858839],[106.674061,10.858792],[106.674073,10.858758],[106.674085,10.858722],[106.674099,10.858682],[106.674112,10.858641],[106.674125,10.858604],[106.674137,10.858574],[106.674147,10.858549],[106.674148,10.858546],[106.674157,10.858524],[106.674168,10.858496],[106.67418,10.858467],[106.67419,10.858441],[106.674201,10.858415],[106.674216,10.858386],[106.674232,10.858359],[106.674237,10.858351],[106.674247,10.858336],[106.674261,10.858316],[106.674275,10.858299],[106.674287,10.858286],[106.674294,10.858281],[106.674297,10.858278],[106.67431,10.858268],[106.674324,10.85826],[106.674339,10.858252],[106.674353,10.858246],[106.674366,10.858242],[106.674378,10.858238],[106.674417,10.85822],[106.674437,10.858209],[106.674449,10.858202],[106.674491,10.858176],[106.674512,10.858158],[106.674522,10.858145],[106.674526,10.858137],[106.674531,10.858128],[106.674537,10.858118],[106.674587,10.858069],[106.674613,10.85804]]]],""type"":""MultiPolygon""}"
"Phường An Đông","Phường An Đông","diaphanhanhchinhcapxa2025.178","{""coordinates"":[[[[106.674445,10.74871],[106.674001,10.748692],[106.673738,10.7487],[106.673438,10.74875],[106.673314,10.748771],[106.67244,10.748981],[106.672438,10.748981],[106.671811,10.749206],[106.671766,10.749226],[106.671715,10.74924],[106.67168,10.74925],[106.671646,10.74926],[106.671607,10.749272],[106.671561,10.749283],[106.671515,10.749294],[106.671468,10.749304],[106.671424,10.749314],[106.671383,10.749322],[106.671344,10.74933],[106.671304,10.749338],[106.671261,10.749345],[106.671214,10.749351],[106.671164,10.749356],[106.671118,10.74936],[106.671073,10.749364],[106.671026,10.749368],[106.67098,10.749371],[106.670953,10.749372],[106.670931,10.749373],[106.670876,10.749374],[106.67082,10.749376],[106.670767,10.749377],[106.67072,10.749378],[106.670675,10.749379],[106.670628,10.749381],[106.670587,10.749382],[106.670545,10.749384],[106.670497,10.749386],[106.670448,10.749391],[106.670398,10.749395],[106.670344,10.749399],[106.670287,10.749404],[106.670228,10.749409],[106.67017,10.749412],[106.670111,10.749414],[106.670051,10.749416],[106.669987,10.749421],[106.669903,10.749438],[106.669801,10.749465],[106.669753,10.749477],[106.669706,10.74949],[106.669647,10.749505],[106.669611,10.749515],[106.669512,10.749542],[106.669436,10.749563],[106.669385,10.749574],[106.669344,10.749585],[106.669317,10.749592],[106.669303,10.749596],[106.669273,10.749604],[106.669254,10.749608],[106.669244,10.74961],[106.669236,10.749612],[106.669219,10.749617],[106.669191,10.749626],[106.669166,10.749633],[106.669149,10.749637],[106.669129,10.749641],[106.669094,10.749648],[106.669035,10.74966],[106.668958,10.749677],[106.668874,10.749696],[106.668776,10.749718],[106.668661,10.749741],[106.668541,10.749765],[106.668421,10.749789],[106.668304,10.749811],[106.668194,10.749831],[106.668091,10.749851],[106.667987,10.749871],[106.667867,10.749894],[106.667723,10.749921],[106.667563,10.749949],[106.667402,10.749978],[106.667248,10.750006],[106.667112,10.750035],[106.667029,10.750053],[106.667069,10.750253],[106.667068,10.75028],[106.667063,10.750373],[106.667061,10.750426],[106.666957,10.750748],[106.666952,10.75078],[106.666819,10.751784],[106.666816,10.751812],[106.666768,10.752197],[106.666744,10.752424],[106.666738,10.752484],[106.666737,10.752491],[106.666733,10.752536],[106.666713,10.752752],[106.666672,10.753078],[106.666629,10.753427],[106.666588,10.753746],[106.666561,10.754006],[106.666496,10.754491],[106.666454,10.754821],[106.666421,10.755112],[106.666415,10.755166],[106.666397,10.755305],[106.666365,10.755556],[106.66633,10.755917],[106.666323,10.755991],[106.666323,10.755995],[106.666319,10.756011],[106.666303,10.756088],[106.666269,10.75625],[106.666252,10.756312],[106.666229,10.756397],[106.666191,10.756536],[106.666088,10.756968],[106.665936,10.757629],[106.665814,10.758199],[106.665706,10.758723],[106.665599,10.759095],[106.665576,10.759173],[106.665558,10.759237],[106.665558,10.759237],[106.665565,10.759238],[106.666121,10.75935],[106.667303,10.759592],[106.66872,10.759868],[106.668863,10.759895],[106.66893,10.759907],[106.66893,10.759907],[106.669028,10.759926],[106.66903,10.759926],[106.669084,10.759939],[106.669203,10.759966],[106.669481,10.760023],[106.66958,10.76004],[106.67105,10.76034],[106.671053,10.760341],[106.672032,10.76054],[106.672539,10.760639],[106.67293,10.760723],[106.673131,10.760768],[106.673249,10.760795],[106.674704,10.761086],[106.67481,10.761156],[106.67503,10.761281],[106.675095,10.760965],[106.675234,10.760285],[106.675542,10.758863],[106.675572,10.758723],[106.675678,10.758355],[106.675743,10.758128],[106.6758,10.757928],[106.675929,10.757477],[106.676207,10.756512],[106.676244,10.75638],[106.676281,10.756249],[106.676513,10.755451],[106.676574,10.755232],[106.676834,10.754323],[106.676876,10.754167],[106.67692,10.754006],[106.676994,10.753738],[106.677109,10.753355],[106.677133,10.753257],[106.677151,10.753159],[106.677158,10.753083],[106.677164,10.752957],[106.677189,10.752287],[106.677199,10.752146],[106.677298,10.751495],[106.677293,10.751492],[106.677244,10.751462],[106.677201,10.751434],[106.677166,10.751408],[106.677131,10.751378],[106.677087,10.751336],[106.677036,10.751284],[106.67699,10.751237],[106.676949,10.751192],[106.676907,10.751146],[106.676875,10.751106],[106.676863,10.751087],[106.676849,10.751066],[106.676821,10.751017],[106.676797,10.750977],[106.676788,10.750962],[106.676774,10.75094],[106.676746,10.750892],[106.676717,10.750837],[106.676698,10.750795],[106.676686,10.750757],[106.676668,10.750694],[106.676643,10.750606],[106.676618,10.750515],[106.676589,10.750412],[106.676556,10.750298],[106.67653,10.750208],[106.676512,10.750155],[106.676489,10.750102],[106.67648,10.750084],[106.676449,10.750023],[106.676404,10.749937],[106.676357,10.749851],[106.67631,10.749764],[106.676273,10.749698],[106.676243,10.749651],[106.676214,10.74961],[106.676182,10.749568],[106.676149,10.749525],[106.676108,10.749478],[106.676061,10.749428],[106.676011,10.749378],[106.67596,10.749329],[106.675912,10.749283],[106.675896,10.74927],[106.675862,10.749242],[106.67581,10.749203],[106.675467,10.748981],[106.675442,10.748968],[106.674914,10.748767],[106.674445,10.74871]]]],""type"":""MultiPolygon""}"
